,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Cart_de_Credito,Depositos,Patrim_Liq,Result_Int_Financ_12m,Rec_Servicos_12m,Lucro_Liquido_12m,Result_Int_Financ_3m,Rec_Servicos_3m,Lucro_Liquido_3m,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Receita_Liquida_12m,EBIT_12m,Receita_Liquida_3m,EBIT_3m
SQIA3,ON,SINQIA ON,Programas e Serviços,Programas e Serviços,17.42,2023-02-10,13.75,21.40,9772440,1531950000,1678930000,2022-09-30,87942000,4748,195,2129,276,101,3829870,-323,0.4%,1162,2333,40.2%,037,891,40.9%,13.0%,5.8%,4.7%,5.4%,4.1%,100,042,037,1516690000,,,783626000,,,32267000,,,2709000,184378000,250964000,331354000,146976000,554683000,71968000,159522000,40671000
STBP3,ON NM,SBPAR ON NM,Transporte,Serviços de Apoio e Armazenagem,8.49,2023-02-10,5.30,8.98,44268200,7332410000,6904540000,2022-09-30,863652000,1745,343,1356,385,148,1414,-412,7.8%,905,1277,20.0%,049,248,43.9%,28.4%,22.0%,10.9%,13.2%,19.6%,199,015,038,4961790000,,,2139970000,,,420197000,,,109772000,756145000,1039950000,328277000,-427868000,1906490000,540571000,521887000,154497000
SULA3,ON N2,Sul America ON N2,Previdência e Seguros,Seguradoras,7.43,2022-12-23,6.07,12.29,10433,9492080000,-4780250000,2022-09-30,1277530000,5232,113,-1309,043,031,085,-461,0.3%,848,659,1.7%,014,655,4.2%,-3.3%,0.8%,-2.4%,-5.6%,2.2%,229,037,073,30219200000,,,8363840000,,,181422000,,,49169000,17331100000,19792400000,3058760000,-14272300000,21933200000,-724889000,5920510000,-123662000
SULA4,PN,Sul America PN,Previdência e Seguros,Seguradoras,7.63,2022-12-23,6.14,11.91,23832,9747580000,-4524740000,2022-09-30,1277530000,5373,117,-1345,044,032,088,-473,0.3%,802,624,1.7%,014,655,4.2%,-3.3%,0.8%,-2.4%,-5.6%,2.2%,229,037,073,30219200000,,,8363840000,,,181422000,,,49169000,17331100000,19792400000,3058760000,-14272300000,21933200000,-724889000,5920510000,-123662000
SUZB3,ON,Suzano Papel ON,Madeira e Papel,Papel e Celulose,46.40,2023-02-10,40.98,61.30,304809000,63162700000,121356000000,2022-09-30,1361260000,346,226,330,135,049,271,-098,5.1%,458,634,35.5%,1340,2053,49.5%,40.8%,38.9%,14.9%,18.1%,65.2%,281,272,036,128614000000,,,27951700000,,,18235700000,,,5444890000,17866100000,36218700000,76059800000,58193700000,46931200000,19135400000,14198700000,6708300000
SYNE3,ON NM,SYN PROP TEC ON NM,Exploração de Imóveis,Exploração de Imóveis,4.04,2023-02-10,3.92,6.77,1468600,616682000,1230030000,2022-09-30,152644000,050,040,041,027,015,100,-078,13.0%,078,082,37.1%,806,1016,69.6%,65.0%,56.5%,35.8%,40.0%,79.3%,661,067,055,4201390000,,,1550460000,,,1230180000,,,6853000,432107000,726093000,1045460000,613349000,2309610000,1502390000,105410000,41996000
TAEE3,ON N2,TAESA ON N2,Energia Elétrica,Energia Elétrica,11.94,2023-02-10,10.47,13.30,3072270,12340000000,19248900000,2022-09-30,1033500000,667,178,555,437,069,467,-169,17.3%,856,866,23.0%,179,673,84.9%,78.7%,65.5%,12.4%,13.7%,26.6%,371,122,016,17852100000,,,6950930000,,,1849480000,,,302454000,1564460000,3620490000,8473410000,6908950000,2824120000,2222360000,463793000,280968000
TAEE4,PN N2,TAESA PN N2,Energia Elétrica,Energia Elétrica,12.02,2023-02-10,10.69,13.31,5713400,12422600000,19331600000,2022-09-30,1033500000,672,179,559,440,070,470,-171,17.2%,860,870,23.0%,179,673,84.9%,78.7%,65.5%,12.4%,13.7%,26.6%,371,122,016,17852100000,,,6950930000,,,1849480000,,,302454000,1564460000,3620490000,8473410000,6908950000,2824120000,2222360000,463793000,280968000
TASA3,ON,TAURUS ARMAS ON,Máquinas e Equipamentos,Armas e Munições,14.97,2023-02-10,11.80,24.37,714117,1895710000,2135310000,2022-09-30,126634000,313,175,224,069,081,341,604,10.2%,244,253,40.9%,478,856,47.9%,30.6%,21.9%,36.1%,45.6%,55.9%,155,054,118,2340900000,,,1083620000,,,605873000,,,103139000,343127000,1571080000,582723000,239596000,2762450000,845034000,639972000,170098000
TASA4,PN,TAURUS ARMAS PN,Máquinas e Equipamentos,Armas e Munições,15.16,2023-02-10,12.08,24.55,10826700,1919770000,2159370000,2022-09-30,126634000,317,177,227,069,082,346,612,10.1%,247,256,40.9%,478,856,47.9%,30.6%,21.9%,36.1%,45.6%,55.9%,155,054,118,2340900000,,,1083620000,,,605873000,,,103139000,343127000,1571080000,582723000,239596000,2762450000,845034000,639972000,170098000
TCNO3,ON,TECNOSOLO S/A ON,Construção e Engenharia,Engenharia Consultiva,1.20,2022-10-26,1.20,1.86,0,7944000,41766000,2022-06-30,6620000,-681,-840,-287,-,003,-008,-004,0.0%,-1745,-1511,-32.4%,-018,-014,-,-,0.0%,-1.2%,-1.6%,123.4%,028,-3576,-,236846000,,,-946000,,,-1167000,,,-183000,7000,39894000,33829000,33822000,0,-2764000,0,-585000
TCNO4,PN,TECNOSOLO S/A PN,Construção e Engenharia,Engenharia Consultiva,0.85,2022-10-26,0.85,1.55,0,5627000,39449000,2022-06-30,6620000,-482,-595,-204,-,002,-006,-003,0.0%,-1648,-1427,-32.4%,-018,-014,-,-,0.0%,-1.2%,-1.6%,123.4%,028,-3576,-,236846000,,,-946000,,,-1167000,,,-183000,7000,39894000,33829000,33822000,0,-2764000,0,-585000
TCSA3,ON NM,TECNISA ON NM,Construção Civil,Incorporações,2.66,2023-02-10,1.79,4.21,1189600,195827000,637936000,2022-09-30,73619000,-266,034,-259,107,013,036,-233,0.0%,-1008,-844,-3.8%,-100,782,8.4%,-41.3%,-40.5%,-4.9%,-5.4%,-12.8%,312,100,012,1545030000,,,575508000,,,-73704000,,,1656000,136068000,795778000,578177000,442109000,182980000,-75579000,72146000,-9427000
TECN3,ON NM,TECHNOS ON NM,"Tecidos, Vestuário e Calçados",Acessórios,2.32,2023-02-10,1.84,3.02,1467210,172854000,206921000,2022-09-30,74506000,476,050,260,049,027,055,143,3.5%,349,311,2.4%,049,460,53.2%,18.8%,10.2%,10.5%,13.3%,10.6%,428,036,056,631574000,,,342793000,,,36282000,,,8543000,90022000,409800000,124089000,34067000,354498000,66557000,83156000,13797000
TEKA3,ON,TEKA S.A. ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,8.23,2022-08-19,8.09,8.23,0,4139690,612865000,2022-09-30,503000,-004,-000,084,002,000,-000,-000,0.0%,6506,12406,17.1%,-20538,-373987,19.5%,1.9%,-39.9%,0.4%,0.7%,5.5%,004,-032,024,1098860000,,,-1881150000,,,-103304000,,,-39024000,312000,99359000,609037000,608725000,258913000,4940000,66622000,-2262000
TEKA4,PN,TEKA S.A. PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,13.89,2023-02-08,8.12,28.39,30581,6986670,615712000,2022-09-30,503000,-007,-000,141,003,001,-000,-000,0.0%,6536,12464,17.1%,-20538,-373987,19.5%,1.9%,-39.9%,0.4%,0.7%,5.5%,004,-032,024,1098860000,,,-1881150000,,,-103304000,,,-39024000,312000,99359000,609037000,608725000,258913000,4940000,66622000,-2262000
TELB3,ON,TELEBRAS ON,Telecomunicações,Telecomunicações,13.90,2023-02-10,13.67,66.09,21694,1200720000,240781000,2022-09-30,86383000,-792,072,-420,349,030,099,-143,0.0%,-544,-084,59.0%,-176,1919,-54.2%,-83.1%,-44.1%,-7.1%,-10.2%,-9.2%,498,011,009,4010210000,,,1657470000,,,-151692000,,,-26941000,1134700000,1510960000,174756000,-959943000,343884000,-285626000,101711000,-77255000
TELB4,PN,TELEBRAS PN,Telecomunicações,Telecomunicações,8.99,2023-02-10,7.05,18.01,49663,776583000,-183360000,2022-09-30,86383000,-512,047,-272,226,019,064,-092,0.0%,415,064,59.0%,-176,1919,-54.2%,-83.1%,-44.1%,-7.1%,-10.2%,-9.2%,498,011,009,4010210000,,,1657470000,,,-151692000,,,-26941000,1134700000,1510960000,174756000,-959943000,343884000,-285626000,101711000,-77255000
TEND3,ON NM,Tenda ON NM,Construção Civil,Incorporações,3.99,2023-02-10,3.79,14.47,17179400,416333000,1217460000,2022-09-30,104344000,-063,049,-126,018,010,088,-026,0.0%,-438,-368,11.9%,-633,809,6.2%,-14.4%,-29.1%,-7.7%,-9.6%,-78.3%,134,180,054,4279920000,,,843680000,,,-660733000,,,-210409000,716024000,1838470000,1517150000,801130000,2298730000,-331061000,573177000,-88389000
TESA3,ON NM,TERRA SANTA ON NM,Agropecuária,Agricultura,48.00,2021-07-30,42.20,50.80,0,1389700000,2252460000,2021-06-30,28952000,-1330,162,941,101,052,-1110,-135,0.0%,1009,1525,15.5%,-361,2964,15.9%,10.7%,-7.6%,5.6%,6.4%,-12.2%,086,104,052,2654670000,,,858223000,,,-104516000,,,-7731000,29688000,767448000,892457000,862769000,1379410000,147730000,260263000,17022000
TFCO4,PN,TRACK FIELD PN,"Tecidos, Vestuário e Calçados",Vestuário,11.18,2023-02-10,8.25,13.43,2477330,1785650000,1821130000,2022-09-30,159718000,1845,562,1486,335,345,687,1018,1.6%,1452,1516,32.0%,061,199,58.2%,22.5%,18.1%,23.2%,28.3%,30.4%,327,028,103,517058000,,,317938000,,,96803000,,,24485000,53347000,374537000,88827000,35480000,533773000,120160000,138147000,29300000
TGMA3,ON NM,Tegma ON NM,Transporte,Transporte Rodoviário,18.01,2023-02-10,12.15,23.39,4007430,1188710000,1179690000,2022-09-30,66003000,901,161,731,094,115,429,599,6.2%,639,725,-1.8%,200,1116,19.8%,12.9%,10.4%,15.7%,18.8%,17.9%,226,017,122,1035430000,,,736379000,,,131998000,,,53395000,137242000,496779000,128223000,-9019000,1266040000,162711000,415509000,68680000
TIET3,ON N2,AES TIETE E ON N2,Energia Elétrica,Energia Elétrica,3.49,2021-03-26,0.00,0.00,0,6964410000,12167000000,2021-09-30,1995530000,609,313,503,301,064,143534,-105,0.0%,663,878,7.8%,057,111,74.7%,59.9%,49.9%,12.7%,14.0%,51.4%,100,267,021,10917500000,,,2222740000,,,1143520000,,,423784000,730147000,1213660000,5932720000,5202570000,2312080000,1385560000,661705000,-37409000
TIET4,PN N2,AES TIETE E PN N2,Energia Elétrica,Energia Elétrica,3.51,2021-03-26,0.00,0.00,0,7004320000,12206900000,2021-09-30,1995530000,613,315,506,303,064,144357,-105,0.0%,665,881,7.8%,057,111,74.7%,59.9%,49.9%,12.7%,14.0%,51.4%,100,267,021,10917500000,,,2222740000,,,1143520000,,,423784000,730147000,1213660000,5932720000,5202570000,2312080000,1385560000,661705000,-37409000
TIMS3,ON NM,TIM ON NM,Telecomunicações,Telecomunicações,11.29,2023-02-10,10.81,13.95,92756800,27330900000,27561400000,2022-12-31,2420800000,1636,108,788,127,048,-993,-132,5.1%,268,794,45.5%,069,1049,50.5%,16.1%,7.8%,6.2%,7.3%,6.6%,079,020,038,56408400000,,,25397400000,,,1670750000,,,538188000,4739350000,10364400000,4969830000,230477000,21530800000,3469870000,5824370000,1051530000
TKNO4,PN,TEKNO PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,73.00,2023-01-30,63.00,78.87,753,215204000,176202000,2022-09-30,2948000,412,081,522,066,057,167,187,9.0%,380,427,28.9%,1770,8978,23.2%,12.6%,16.0%,11.0%,14.6%,19.7%,235,001,087,374534000,,,264665000,,,52175000,,,13176000,41875000,224915000,2873000,-39002000,327107000,41246000,81962000,10921000
TOTS3,ON NM,TOTVS ON NM,Programas e Serviços,Programas e Serviços,30.06,2023-02-10,22.98,37.14,122724000,18552500000,17729300000,2022-09-30,617183000,3939,418,1400,489,175,605,4806,1.0%,1128,1337,13.8%,076,720,68.9%,35.0%,13.1%,12.5%,16.7%,10.6%,196,039,036,10599400000,,,4441630000,,,470969000,,,148838000,2541050000,6271630000,1717870000,-823185000,3791200000,1325600000,974791000,356281000
TPIS3,ON NM,TRIUNFO PARTICIPACOES SA ON NM,Transporte,Exploração de Rodovias,0.85,2023-02-10,0.85,2.04,795162,149600000,1785600000,2022-09-30,176000000,-5478,016,075,013,005,-045,-008,2.2%,405,890,-1.7%,-002,526,29.9%,17.6%,-0.4%,6.6%,7.0%,-0.3%,034,185,038,3028380000,,,926523000,,,-2731000,,,-56712000,74543000,171056000,1710540000,1636000000,1141220000,200574000,198560000,-56244000
TRAD3,ON NM,TC ON NM,Programas e Serviços,Programas e Serviços,1.34,2023-02-10,1.33,7.30,2213820,375397000,167322000,2022-09-30,280147000,-1228,066,-453,394,062,183,184,0.0%,-251,-202,-,-011,204,53.2%,-87.0%,-31.9%,-13.6%,-21.0%,-5.4%,695,001,016,608616000,,,571473000,,,-30580000,,,-18238000,213587000,240020000,5512000,-208075000,95240000,-82842000,17314000,-25396000
TRIS3,ON NM,Trisul ON NM,Construção Civil,Incorporações,3.38,2023-02-10,3.23,5.59,3412220,630769000,1084590000,2022-09-30,186618000,1097,050,639,087,027,059,145,6.5%,1082,1099,8.5%,031,670,31.5%,13.6%,8.3%,4.3%,4.9%,4.6%,393,054,032,2304690000,,,1250420000,,,57524000,,,10104000,226906000,1434970000,680724000,453818000,727151000,98707000,182281000,21185000
TRPL3,ON N1,TRANSMISSÃO PAULISTA ON N1,Energia Elétrica,Energia Elétrica,28.53,2023-02-10,26.84,34.60,62553,18797900000,25564100000,2022-09-30,658883000,728,117,548,332,059,489,-174,3.7%,739,745,18.9%,392,2440,65.2%,60.7%,46.5%,10.7%,11.2%,16.1%,529,051,018,32100800000,,,16073700000,,,2582590000,,,476937000,1353760000,4736440000,8119960000,6766200000,5656100000,3433150000,1192690000,600251000
TRPL4,PN N1,TRANSMISSÃO PAULISTA PN N1,Energia Elétrica,Energia Elétrica,21.99,2023-02-10,20.87,25.81,55892500,14488800000,21255000000,2022-09-30,658883000,561,090,422,256,045,377,-134,4.8%,614,619,18.9%,392,2440,65.2%,60.7%,46.5%,10.7%,11.2%,16.1%,529,051,018,32100800000,,,16073700000,,,2582590000,,,476937000,1353760000,4736440000,8119960000,6766200000,5656100000,3433150000,1192690000,600251000
TTEN3,ON NM,3TENTOS ON NM,Agropecuária,Agricultura,12.35,2023-02-10,7.85,13.52,13159600,6138170000,6355080000,2022-12-31,497018000,1074,218,1197,089,101,404,618,0.1%,1154,1239,48.7%,115,567,15.2%,7.4%,8.3%,8.4%,15.8%,20.3%,155,039,113,6081990000,,,2816980000,,,571437000,,,224273000,879155000,4257220000,1096070000,216915000,6885840000,512831000,2156390000,227049000
TUPY3,ON,TUPY ON,Material de Transporte,Material Rodoviário,28.32,2023-02-10,16.48,31.18,17257900,4083120000,5629140000,2022-09-30,144178000,794,131,458,042,046,108,1928,1.6%,448,632,18.3%,357,2155,18.2%,9.2%,5.3%,9.9%,15.5%,16.6%,266,113,108,8968220000,,,3107290000,,,514291000,,,194289000,1968040000,6077770000,3514060000,1546020000,9646340000,890584000,2694010000,276438000
UCAS3,ON NM,UNICASA ON NM,Utilidades Domésticas,Móveis,2.40,2023-02-10,2.20,3.73,116050,158606000,134961000,2022-09-30,66086000,422,081,714,063,052,440,729,7.6%,420,608,14.7%,057,297,34.7%,8.8%,14.9%,7.3%,8.7%,19.2%,139,006,083,302162000,,,196055000,,,37623000,,,7360000,34836000,127872000,11191000,-23645000,252213000,22200000,65838000,5751000
UGPA3,ON,ULTRAPAR PARTICIPAÇÕES SA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",12.98,2023-02-10,11.60,15.21,77117500,14474900000,22349000000,2022-09-30,1115170000,1066,133,632,011,042,244,-260,4.5%,757,976,10.5%,122,978,3.6%,1.7%,1.0%,6.7%,10.4%,12.4%,153,126,390,34067200000,,,10911400000,,,1358400000,,,73101000,5890700000,17137800000,13764700000,7874050000,133023000000,2290230000,39294700000,688639000
UNIP3,ON,UNIPAR PARTICIPAÇÕES S.A. ON,Químicos,Químicos Diversos,76.88,2023-02-10,70.78,95.85,1711950,7985990000,7794130000,2022-09-30,103876000,429,283,274,102,124,504,-1554,16.2%,246,267,25.5%,1792,2713,46.9%,37.1%,23.9%,45.2%,64.9%,66.1%,206,051,122,6454800000,,,2818630000,,,1861770000,,,197841000,1622980000,3083690000,1431130000,-191853000,7853790000,2915040000,1942820000,596844000
UNIP5,PNA,UNIPAR PARTICIPAÇÕES S.A. PNA,Químicos,Químicos Diversos,89.99,2023-02-10,73.18,108.66,24579,9347800000,9155950000,2022-09-30,103876000,502,332,321,119,145,590,-1819,15.2%,290,314,25.5%,1792,2713,46.9%,37.1%,23.9%,45.2%,64.9%,66.1%,206,051,122,6454800000,,,2818630000,,,1861770000,,,197841000,1622980000,3083690000,1431130000,-191853000,7853790000,2915040000,1942820000,596844000
UNIP6,PNB,UNIPAR PARTICIPAÇÕES S.A. PNB,Químicos,Químicos Diversos,85.16,2023-02-10,74.16,109.63,17970300,8846080000,8654230000,2022-09-30,103876000,475,314,303,113,137,558,-1721,16.1%,274,297,25.5%,1792,2713,46.9%,37.1%,23.9%,45.2%,64.9%,66.1%,206,051,122,6454800000,,,2818630000,,,1861770000,,,197841000,1622980000,3083690000,1431130000,-191853000,7853790000,2915040000,1942820000,596844000
USIM3,ON N1,USIMINAS ON N1,Siderurgia e Metalurgia,Siderurgia,7.66,2023-02-10,7.06,13.85,3843060,9598590000,10723800000,2022-12-31,1253080000,594,041,215,030,024,064,154,7.5%,200,240,28.8%,129,1848,17.5%,13.7%,6.4%,11.2%,13.9%,7.0%,378,027,081,40000500000,,,23155000000,,,1615540000,,,-982146000,5072360000,20358700000,6197560000,1125200000,32470500000,4461370000,7659980000,476246000
USIM5,PNA N1,USIMINAS PNA N1,Siderurgia e Metalurgia,Siderurgia,7.34,2023-02-10,6.90,15.11,131174000,9197600000,10322800000,2022-12-31,1253080000,569,040,206,028,023,061,147,8.6%,192,231,28.8%,129,1848,17.5%,13.7%,6.4%,11.2%,13.9%,7.0%,378,027,081,40000500000,,,23155000000,,,1615540000,,,-982146000,5072360000,20358700000,6197560000,1125200000,32470500000,4461370000,7659980000,476246000
USIM6,PNB N1,USIMINAS PNB N1,Siderurgia e Metalurgia,Siderurgia,14.00,2023-01-30,11.50,20.26,316,17543100000,18668300000,2022-12-31,1253080000,1086,076,393,054,044,117,281,4.5%,348,418,28.8%,129,1848,17.5%,13.7%,6.4%,11.2%,13.9%,7.0%,378,027,081,40000500000,,,23155000000,,,1615540000,,,-982146000,5072360000,20358700000,6197560000,1125200000,32470500000,4461370000,7659980000,476246000
VALE3,ON NM,VALE ON NM,Mineração,Minerais Metálicos,86.80,2023-02-10,62.75,98.00,2166730000,414808000000,452545000000,2022-09-30,4778890000,389,231,364,177,095,8268,-240,9.0%,349,397,21.6%,2233,3757,49.8%,48.7%,45.9%,26.1%,29.8%,59.4%,107,037,054,435833000000,,,179538000000,,,106731000000,,,23286000000,28240000000,75270000000,65977000000,37737000000,233888000000,113941000000,52080000000,18411000000
VAMO3,ON NM,VAMOS ON NM,Diversos,Aluguel de carros,14.18,2023-02-10,9.92,16.07,47084400,14540100000,18848700000,2022-09-30,1025400000,2728,398,1050,336,095,666,-225,1.8%,1129,1361,75.1%,052,357,41.5%,32.0%,12.3%,9.0%,13.3%,14.6%,172,204,028,15332200000,,,3655760000,,,533032000,,,150009000,3136510000,5204550000,7445040000,4308530000,4329250000,1385160000,1378490000,468235000
VBBR3,ON,VIBRA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",15.40,2023-02-10,13.95,23.52,161497000,17941000000,30945000000,2022-09-30,1165000000,899,142,374,010,045,161,-278,5.6%,578,645,15.0%,171,1085,4.6%,2.7%,1.1%,12.1%,14.6%,15.8%,219,128,444,39525000000,,,12636000000,,,1996000000,,,-61000000,3113000000,20444000000,16117000000,13004000000,175640000000,4800000000,50834000000,117000000
VIIA3,ON,VIA ON,Comércio,Eletrodomésticos,2.05,2023-02-10,1.83,4.33,206592000,3276780000,11360800000,2022-09-30,1598430000,-2185,060,154,011,010,-093,-025,0.0%,351,533,4.7%,-009,344,30.4%,7.1%,-0.5%,6.3%,8.3%,-2.7%,081,169,089,34041000000,,,5505000000,,,-150000000,,,-203000000,1232000000,15217000000,9316000000,8084000000,30180000000,2133000000,7008000000,316000000
VITT3,ON NM,VITTIA ON NM,Químicos,Fertilizantes e Defensivos,11.33,2023-02-10,8.70,15.39,2558900,1620750000,1805290000,2022-09-30,143049000,1139,244,928,182,168,486,458,3.2%,959,1033,26.3%,099,464,37.0%,19.6%,15.8%,18.1%,20.5%,21.4%,206,040,093,963115000,,,663557000,,,142327000,,,77840000,79710000,649169000,264249000,184539000,892285000,174686000,307727000,96402000
VIVA3,ON NM,VIVARA S.A. ON NM,"Tecidos, Vestuário e Calçados",Acessórios,22.12,2023-02-10,19.35,28.68,26017800,5224700000,5250570000,2022-09-30,236198000,1582,330,1530,280,195,539,1293,0.2%,1178,1538,37.0%,140,671,63.7%,18.3%,17.7%,12.7%,15.0%,20.8%,283,015,070,2679780000,,,1584370000,,,330230000,,,68127400,209292000,1499450000,235159000,25867400,1864920000,341482000,392876000,62903200
VIVR3,ON NM,VIVER ON NM,Construção Civil,Incorporações,0.41,2023-02-10,0.38,1.33,2600020,91742800,319317000,2022-09-30,223763000,-293,-053,-412,098,029,-055,-028,0.0%,-1523,-1434,49.8%,-014,-078,26.5%,-23.8%,-33.2%,-7.0%,-7.5%,18.0%,051,-138,029,318939000,,,-174609000,,,-31359000,,,1249000,12540000,171000000,240114000,227574000,93674000,-22260000,47048000,5730000
VIVT3,ON,TELEF BRASIL ON,Telecomunicações,Telecomunicações,39.08,2023-02-10,35.66,52.19,97649100,65534700000,79255200000,2022-09-30,1676940000,1172,095,1153,140,054,-1775,-204,7.8%,437,1394,1.5%,334,4120,42.7%,12.1%,11.9%,4.6%,5.2%,8.1%,085,029,038,122372000000,,,69092700000,,,5593190000,,,1439790000,6027120000,21094400000,19747600000,13720500000,46882900000,5683510000,12199000000,1546440000
VLID3,ON NM,VALID ON NM,Serviços Diversos,Serviços Diversos,8.87,2023-02-10,8.06,11.58,2855510,725885000,1450530000,2022-09-30,81836000,2445,057,222,034,023,098,-455,3.0%,320,444,5.8%,036,1556,30.2%,15.4%,1.3%,10.5%,12.7%,2.3%,183,087,068,3111940000,,,1273440000,,,29684000,,,22078000,381436000,1630680000,1106080000,724644000,2123650000,326394000,496301000,99244000
VSPT3,ON,FERROVIA CENTRO-ATLÂNTICA S.A. ON,Transporte,Transporte Ferroviário,0.00,,0.00,0.00,0,0,-,2022-09-30,136243000,000,000,-,-,-,-,-,0.0%,-,-,16.3%,000,000,-,-,-,0.0%,-,-,-,-,-,8422790000,,,4154750000,,,0,,,0,266076000,763250000,619956000,353880000,2938520000,-190637000,945041000,77581000
VULC3,ON,VULCABRAS S/A. ON,"Tecidos, Vestuário e Calçados",Calçados,11.33,2023-02-10,8.31,14.85,3430190,2784420000,2933450000,2022-09-30,245756000,827,173,723,115,117,278,329,3.3%,631,762,17.7%,137,655,36.3%,15.9%,13.9%,16.2%,19.0%,20.9%,265,022,102,2374660000,,,1610780000,,,336813000,,,97890000,211959000,1609640000,360989000,149030000,2418100000,384911000,663535000,116294000
VVEO3,ON NM,VIVEO ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,18.56,2023-02-10,12.83,19.12,2661670,5310450000,6837740000,2022-09-30,286123000,1909,232,1074,069,064,218,-442,2.3%,1066,1383,-,097,801,16.1%,6.4%,3.6%,6.0%,8.9%,12.1%,205,130,094,8257110000,,,2292800000,,,278172000,,,53871000,1453540000,4762970000,2980840000,1527290000,7741080000,494435000,2273700000,141746000
WEGE3,ON N1,WEG SA ON N1,Máquinas e Equipamentos,"Motores, Compressores e Outros",38.60,2023-02-10,22.63,40.85,274742000,162016000000,161709000000,2022-09-30,4197320000,4166,1166,3126,569,585,1850,2639,1.3%,2820,3121,26.6%,093,331,28.4%,18.2%,13.9%,18.7%,24.5%,28.0%,181,028,103,27697500000,,,13894500000,,,3888950000,,,1158030000,4142930000,19548400000,3835040000,-307886000,28465100000,5182090000,7911190000,1624660000
WEST3,ON NM,WESTWING ON NM,Programas e Serviços,Programas e Serviços,0.95,2023-02-10,0.86,3.05,363075,104838000,-25297000,2022-09-30,110356000,-226,030,-138,038,025,044,052,0.0%,044,033,-9.5%,-042,318,42.0%,-27.7%,-16.9%,-17.9%,-30.4%,-13.2%,677,008,065,425416000,,,351390000,,,-46450000,,,-11045000,159837000,276525000,29702000,-130135000,274869000,-76174000,61718000,-16949000
WHRL3,ON,WHIRLPOOL S.A. ON,Utilidades Domésticas,Eletrodomésticos,4.48,2023-02-10,4.36,6.07,11788,6732480000,6258630000,2022-09-30,1502790000,1244,276,872,062,083,1303,-47051,4.2%,667,811,14.5%,036,163,16.5%,7.1%,5.0%,9.5%,21.4%,22.2%,110,033,135,8094270000,,,2443420000,,,541394000,,,120995000,1279860000,5631920000,806005000,-473853000,10934200000,771711000,2609330000,164643000
WHRL4,PN,WHIRLPOOL S.A. PN,Utilidades Domésticas,Eletrodomésticos,4.70,2023-02-10,4.45,6.72,24191,7063090000,6589240000,2022-09-30,1502790000,1305,289,915,065,087,1367,-49362,4.4%,702,854,14.5%,036,163,16.5%,7.1%,5.0%,9.5%,21.4%,22.2%,110,033,135,8094270000,,,2443420000,,,541394000,,,120995000,1279860000,5631920000,806005000,-473853000,10934200000,771711000,2609330000,164643000
